market,date,sierra_width,databento_width,absolute_difference,sierra_eligible_4_120,databento_eligible_4_120,classification_disagreement
ES,2023-12-06,10.5,10.5,0.0,True,True,False
ES,2023-12-07,9.5,9.5,0.0,True,True,False
ES,2023-12-08,15.25,15.25,0.0,True,True,False
ES,2023-12-11,9.75,9.75,0.0,True,True,False
ES,2023-12-12,11.25,11.25,0.0,True,True,False
ES,2023-12-13,5.75,5.75,0.0,True,True,False
ES,2023-12-14,15.25,15.25,0.0,True,True,False
ES,2023-12-15,9.75,9.75,0.0,True,True,False
ES,2023-12-18,6.5,6.5,0.0,True,True,False
ES,2023-12-19,12.25,12.25,0.0,True,True,False
ES,2023-12-20,9.25,9.25,0.0,True,True,False
ES,2023-12-21,10.25,10.25,0.0,True,True,False
ES,2023-12-22,15.75,15.75,0.0,True,True,False
ES,2023-12-26,8.25,8.25,0.0,True,True,False
ES,2023-12-27,8.75,8.75,0.0,True,True,False
ES,2023-12-28,6.0,6.0,0.0,True,True,False
ES,2023-12-29,6.5,6.5,0.0,True,True,False
